plotSimpleBonds    2969    34    40    32    17    2    18    0    13    2    
plotSimpleBonds    2979    34    40    32    17    2    18    0    13    2    
plotSimpleBonds    2989    32    42    34    17    2    18    0    13    2    
plotSimpleBonds    2999    32    42    34    17    2    18    0    13    2    
plotSimpleBonds    3009    32    42    34    17    2    18    0    13    2    
plotSimpleBonds    3019    30    44    36    17    2    18    0    13    2    
plotSimpleBonds    3029    30    44    36    17    2    18    0    13    2    
plotSimpleBonds    3039    30    44    36    17    2    18    0    13    2    
plotSimpleBonds    3049    30    44    36    17    2    18    0    13    2    
plotSimpleBonds    3059    32    44    36    17    1    18    0    13    2    
plotSimpleBonds    3069    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3079    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3089    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3099    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3109    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3119    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3129    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3139    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3149    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3159    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3169    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3179    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3189    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3199    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3209    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3219    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3229    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3239    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3249    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3259    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3269    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3279    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3289    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3299    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3309    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3319    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3329    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3339    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3349    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3359    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3369    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3379    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3389    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3399    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3409    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3419    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3429    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3439    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3449    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3459    30    45    38    15    0    20    0    15    2    
plotSimpleBonds    3469    30    45    38    15    0    20    0    15    2    
